0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,target
2.0299785,0.674979,1.4800676,0.638484,-0.8854171,1.3466417,1.6893675,0.21280819,-0.5100701,0.91764677,0.52247936,-0.87566787,0.91054547,-0.6177156,1.7975097,-0.9223393,-1.5899628,0.2810756,1.4906056,0.586035,-2.1364093,1.8192365,0.06186334,0.27079254,-0.14161664,-0.022782587,0.6579746,0.44743818,-1.7655487,-0.8032123,-1.6633365,0.25033835,-1.9492341,0.7539414,0.50896394,0.6880544,0.7555858,0.83028007,-0.044596285,-0.0016965233,0.8958673,0.070068225,0.7202549,-0.2527181,-1.560611,1.0524949,0.36239833,-2.0949454,0.6256461,0.6882436,0.23530805,-0.8376361,1.5690634,0.39533925,0.0010479968,-0.83130854,-1.8509467,-0.12818593,-2.1847396,-0.832878,-0.03942822,0.3365578,-0.15586159,-1.9447876,-0.025572319,0.7447229,0.5521634,-0.7475399,0.106046595,2.6590397,1.9383054,0.23945877,1.3179423,-0.35108286,-0.9281856,1.2009654,-1.7361866,0.52919835,-0.13795607,3.6023865,1.506072,-0.20090728,1.3465843,0.8223057,1.308578,-0.37450114,1.4328893,0.8779234,2.4352353,-0.3816421,-0.17524907,-0.5996345,-1.0516174,1.9867487,0.4349914,-0.31932425,-0.5673492,0.7110273,1.2808738,0.106956206,0.94399565,-0.82933015,-0.68141305,0.06292652,0.19753876,1.0501456,0.7653544,0.9167179,0.30512586,-0.0346699,0.9966987,-0.35368413,-1.3902278,0.5590373,-0.65093696,-0.10091901,-1.4915183,-1.1002973,0.94502854,-0.76020014,-0.03241612,-0.7155837,-1.6327721,0.3814106,-0.5591931,1.435242,-0.14756459,0.24839665,cris
-0.99111617,0.9192699,-0.43945566,-0.5654522,0.4674242,-0.4089745,0.80303586,-1.5116913,-0.77263284,0.7160895,1.3868355,-1.3033895,-0.2707622,-1.6537763,2.7074227,-0.59462565,-2.3877177,0.7512671,0.045118704,-1.5594273,-0.24261351,-0.6443016,0.9734784,1.4010019,0.36069235,-0.97753936,0.45221895,0.2866458,-1.273704,0.5512579,-0.6545429,-0.37743393,-0.42176592,1.5571043,0.037384972,1.6413755,-0.609559,-0.3456475,-0.8408438,-1.293752,1.7215766,-0.0675309,0.40857545,0.2784759,0.08068454,0.08878261,0.43816867,-0.8668432,0.47602296,0.16616012,-1.8437146,-1.0018766,1.9375737,1.673076,-1.8680553,0.61727786,-1.6252729,-0.9091846,-0.76441175,-0.75265574,-0.6804063,0.7364598,-0.67406183,-0.59889615,0.5334752,-0.49522024,0.05892805,-1.282927,0.9147834,1.2409233,0.7678377,0.84360886,0.39545575,-0.5218068,-2.9648921,-0.8740688,-0.21902514,-0.376011,-0.58382976,1.1418569,0.9567229,-0.34265924,-0.17598155,0.9209843,2.131561,-0.13944787,1.45327,1.4533452,1.291441,0.5769921,0.89506453,0.47026974,0.34512982,2.9736397,-0.19962865,0.21728984,-1.0005292,-0.51692265,0.10162935,0.9102807,0.27430952,-1.2244408,1.8411282,-0.021630984,0.8002873,0.6650085,-0.6543957,0.84283626,-0.27408475,0.239311,0.20542942,-0.7686374,-1.683579,2.434577,-0.119674675,-0.12087001,0.15176529,-1.2416408,0.41475165,1.6257612,-0.08795971,0.37295434,-0.23097812,0.5896216,-0.80223143,0.19476047,2.0537019,0.21793368,cris
0.65047705,0.32089671,0.67392606,0.18663248,0.10728103,0.20086224,0.16432606,-1.2667156,0.1551866,1.1744583,2.6678896,-1.9342719,0.34998602,-2.2660704,0.97112405,-0.6059222,-1.1075965,0.518191,0.6953037,0.011457206,0.5138706,0.08428092,0.7406788,1.3568093,1.1244562,-1.5626352,0.33705172,0.6893672,-0.7775974,-1.0162714,-1.281735,-0.8579248,-0.46992582,0.89425766,0.8406142,1.9100564,-1.0731838,-0.45542663,-1.5184712,-1.3400652,1.2587327,-0.13157853,1.3126912,0.7583763,0.34306288,-0.6012707,-0.41838923,-0.75335693,1.9859227,-1.2569948,0.35495812,-1.6959742,0.32464916,-0.10163756,-1.6153347,0.8890298,-0.95655864,-1.3662484,-0.68569016,-0.34133682,0.80268204,1.6616814,0.7377755,-1.016943,-0.40669453,1.0602357,0.3986126,-1.8069445,0.71132433,2.2236629,0.4808192,-1.0426406,0.28616267,-1.0972594,-1.2180225,-0.84520745,0.24342579,0.68964183,-0.41317323,2.111989,1.8362087,0.012674545,0.7064671,1.0951666,1.3196188,-0.34163225,1.0792555,0.06896378,1.8038614,-0.60871184,1.0986965,1.1766342,0.14642294,3.553458,0.12328857,-0.7228637,-0.7371901,-1.5099125,-0.49649912,1.6313943,0.030572526,-1.513993,1.6744263,0.7674495,1.3525165,0.80752474,0.4540034,1.0406984,-1.151835,0.22490369,1.3163246,-1.4220887,-1.4972786,2.688103,-0.57213783,-0.20255172,0.28022337,-0.6482172,-0.26440448,0.62391686,0.0955422,0.026450101,-0.69481546,0.9567341,0.21462813,0.08353042,0.9839274,-0.8082829,cris
0.90332556,0.800804,0.90492964,-0.050339762,0.23064625,-0.14388101,0.23836504,-0.2901486,-0.5823275,1.2700102,1.8772539,-0.80085105,-0.772694,-2.1522121,2.7141008,-0.20279193,-1.1845446,-0.05237585,-0.010609917,0.10674139,-0.10360883,0.15005475,0.5047834,1.3571084,-0.124676526,-0.48751885,0.9616468,1.3494523,-1.0869576,-1.0546128,-1.9992582,0.9252084,-1.5591539,1.0433809,0.91156536,1.0365813,-0.4925182,-0.6694754,-0.8716878,-0.54972315,0.4182767,-0.5973984,0.22569372,-0.06262372,-0.71324307,-0.1975285,0.99564874,-1.9551495,0.78590226,0.30374348,0.2422587,-1.3892554,1.5729568,-0.16078317,0.38951132,-0.12637706,-1.0651547,-0.70742023,-1.4675479,-0.115996234,-0.1611058,-0.2286751,0.501854,-2.1105216,-0.5305148,0.84470963,0.8288522,-0.86699086,0.7476625,1.7129328,0.4137106,-0.8620428,1.0492985,0.25278878,-1.1903161,0.63759786,-1.0156245,0.23439328,-0.59853077,1.9061106,0.89651865,-0.1278637,0.32065883,0.8438019,1.3470404,-0.28271598,1.3049384,0.4307229,2.9978619,0.35825855,-0.2759601,-0.017685499,-0.14040054,2.279529,0.955151,-0.79982704,-0.9710365,-0.10494031,0.22812486,0.8164572,0.34890133,-2.1294606,-0.39539385,0.25179875,2.0772216,-0.345973,0.59941316,1.5520582,0.134063,1.2556324,1.0752397,-0.61728,-0.9297819,1.2199223,-0.54101795,-0.33579943,-0.8315265,-1.1234087,0.89358085,-0.10854347,-0.09108235,-0.80075693,-1.8836936,0.7512653,-0.14498033,1.2189541,0.16360633,-0.26929006,cris
0.40061006,0.80302775,0.74546105,0.3854874,0.34527192,-0.7836884,1.5072583,-1.0799528,-0.10574433,1.0032898,2.1507366,-0.9743893,0.7056953,-2.1418107,1.6134835,0.07540641,-1.6728923,0.08218822,-0.3575979,-0.07809446,-0.29987353,0.28254828,1.655368,1.4622877,0.47899058,-0.5049208,1.3865602,0.5748639,-0.6791734,-1.137923,-1.8014739,-0.36839184,-1.1068583,1.1741544,-0.0044184513,0.8601107,0.04376994,-0.3721977,0.009154946,-1.8135056,0.9682286,-0.5900344,0.31899482,-0.038970094,-0.32416514,1.3644768,-0.17380512,-2.8516996,0.7974619,-0.72096825,0.03253986,-0.7643861,0.5656542,0.15716633,-0.60743093,0.3762056,-1.9971004,-0.7805292,-0.8310743,-0.2617089,0.5203525,1.0251659,0.40603915,-2.1631608,-0.17792246,1.0268383,0.38644716,-0.9451301,0.7916217,1.7566516,0.3126369,0.7397814,0.10900958,-0.70973605,-1.2664478,0.22623691,-1.270998,0.47520515,0.23679066,1.098073,1.2096828,0.5953592,0.33886835,0.57863325,0.75512177,-0.22112879,0.5475139,0.5096032,1.4423435,-0.8679373,0.9446185,0.31526485,0.84094065,2.9584777,0.523299,-0.6896556,-0.20023102,0.15278295,0.5789605,0.4992655,0.049569473,-1.5687903,0.8688852,0.52623886,0.9625333,1.5411235,0.30626276,1.0049076,-2.1171038,0.94452703,0.8524764,0.37597686,-0.32969096,0.04421229,-0.015749143,1.1440747,-1.2226713,-0.81590205,-0.10168763,0.50087845,-0.3333459,0.07734908,0.032600947,0.6898544,-0.44800067,0.4068028,0.6404438,-0.46300995,cris
1.110581,1.7662357,0.49611178,0.14846656,0.8262054,0.026243037,0.50213575,-0.61966634,0.51227474,0.34352672,1.0554485,0.18337895,0.24008025,-1.8865203,3.0562925,-0.7357542,-0.4345934,1.1625398,0.8165301,-0.19572504,-0.56373143,0.49961013,0.6962976,1.1748966,0.074072465,-1.3556336,-0.24450919,0.36999023,-1.2298652,-0.7651625,-1.5016547,-0.5938601,-1.4814599,0.92700326,0.7036303,-0.54307,0.26013827,-0.016503952,-0.03516698,-1.179821,0.28973728,-0.10773747,0.31095254,-0.17118973,-0.35420266,1.6507618,0.0024778694,-2.7402003,1.093692,0.7165997,0.14808095,-1.6210424,0.8581706,-0.5982743,-0.22835037,0.19647267,-0.6453333,-1.6524265,-1.6669954,0.17258343,1.4045907,0.8294278,1.0204313,-1.4858272,-0.36158347,-0.063219026,0.3962362,-2.2679648,0.586999,0.68466544,1.1088343,0.05542846,-0.011574738,-0.33724454,-0.043229606,-0.39283207,-0.65940666,0.46820158,-0.36886585,1.604508,0.84742016,0.2346886,-0.12208217,0.4353942,0.55787814,-0.047565494,1.4753981,-0.2770415,1.0472158,-0.62597513,-0.12762454,0.630854,-0.26106733,2.179256,1.0077357,-1.4680238,-0.05430286,0.32705465,-0.13668406,0.4128809,0.23829241,-1.1400018,0.67061526,0.44733974,2.0057425,0.3440737,-0.64936316,0.25096762,-1.2445506,0.2854767,0.43703467,-0.39750165,-1.5391064,0.92762595,-1.128044,-0.053342104,-1.2951432,-0.015598506,0.08190295,1.0983189,-1.5792415,-0.14239943,-0.3996371,0.7399181,-1.2056117,1.1109066,-1.2788523,-0.6817384,cris
0.93618274,0.9493264,0.99493307,0.46267036,-0.012606699,0.08212403,0.76771986,-0.3029756,-0.039453268,1.321424,0.7972219,-1.2444793,-0.24116309,-0.5763341,1.7814668,-0.8549941,-0.52140355,1.1092681,0.71363294,-0.5613575,-0.3449329,-0.23870403,1.0715796,-0.53614175,0.72234493,-1.2967265,0.47247067,1.1218718,-1.5119563,-0.51205873,-2.3009157,0.12526326,-1.2326664,0.6865301,-0.6367922,0.6131255,-0.2133039,0.31348142,-1.1878893,-2.318609,0.41619733,-0.8425519,-0.4108477,-0.3544671,-1.1392155,1.2055563,-0.8283079,-2.1032813,0.64087075,0.01631003,0.824244,-0.4835286,0.7505967,0.03540823,0.1371579,0.2460019,-1.9412377,-2.112041,-0.6491461,-0.08149965,-0.022885924,1.013021,1.1747513,-0.8074488,0.95106465,-0.20101486,-0.046699993,-1.2068263,0.54811186,2.4041915,0.494048,0.5384486,0.34246767,-1.0595407,-0.04228023,1.0327681,-1.1259862,-0.3998317,-0.43167382,1.874745,1.1786121,1.3662646,0.049232215,0.52628094,1.2570876,-0.20161831,-0.0071181227,-0.46663862,0.82095826,-0.025117867,0.73918194,0.31441334,0.18798366,2.9257083,-0.15561804,-1.2880869,0.15561116,1.0396739,1.0189626,0.7202752,0.43023008,-1.0384939,0.69976205,0.19433893,0.7914964,1.2749013,-1.1421212,1.3165411,-1.2693454,0.5181318,0.08632397,0.19090521,-2.5711904,1.1005647,0.14912462,-0.09862292,-0.55235124,-1.0770631,-0.6110714,0.7287536,0.7389586,-0.04481606,-1.2042848,0.6085159,-1.3677537,0.87212986,-0.260101,0.3618785,cris
-0.2510175,0.9579445,0.27882075,-0.2814197,-0.0701527,-0.24157314,0.6028232,-1.240941,-0.53973013,0.77629364,0.9264842,-1.2263654,0.26898718,-1.401855,3.445288,-0.30505335,-2.2443259,0.3676722,-0.48572904,-0.63875604,0.20391622,-0.7719618,0.5231272,1.5044694,1.378084,-0.82364285,0.9100895,1.2367612,-0.62786525,-0.43721756,-1.0737969,0.047444955,-0.30507228,1.443837,-0.28565443,-0.20682842,-0.63991606,-0.58056456,-0.5627798,-1.024707,1.2822092,-0.7813204,0.21871224,0.21530199,-1.4837838,0.7754833,-0.21619925,-1.7667719,0.0023728386,-0.47451088,-0.51570207,-0.84098333,1.9080868,0.91350573,-0.051265236,0.6094496,-0.09223457,-1.5893127,-0.7519647,0.10621738,0.45148394,0.8473522,-0.5171806,-0.57212436,0.21110794,-0.8388487,0.4484474,-2.7480285,0.40584037,0.61162853,0.25166,0.28011987,0.6810364,-0.6385877,-1.5213667,0.3178157,-0.05382779,0.10010058,-0.07173947,1.6815326,0.95744437,0.6126729,0.2879556,0.56825304,2.383177,-0.62928724,0.92546266,0.75110483,1.9398023,0.37985003,0.1157147,-0.50303763,-0.14896129,2.723721,0.8665357,-0.5580497,-0.6155209,-0.31882456,0.30238393,-0.4373647,0.76909596,-2.1229918,0.7136849,1.3292125,1.6237185,0.451694,-0.50138324,1.1360753,0.22972992,0.7997955,0.4879771,-0.74333936,-1.8717871,1.3275969,-0.68823767,-0.63865566,-0.05236204,-0.60127306,0.35616836,0.63934755,1.447274,0.2505131,-0.97771645,0.4589199,-1.0067241,1.0666393,0.7441717,0.020948067,cris
0.21173829,1.005254,1.4865708,-0.4008637,1.036866,-0.7957782,1.7520001,-1.372908,-0.35511386,1.5242752,2.1261294,-0.88461435,-0.13585404,-2.2739613,2.000042,-0.58984566,-1.493023,-0.0042101108,0.063499406,-0.6689513,0.3243959,-0.06541651,0.5384711,2.0381625,-0.030751843,-0.35399067,0.57976234,0.8025236,-0.9421065,-1.0678681,-1.0971888,0.5977446,-1.1752094,1.2499611,0.048971675,0.5635306,-0.5183315,-0.17060426,-0.2661536,-1.3310666,1.3943195,-0.61669207,0.18944907,0.15938766,-1.5177157,1.7347813,-0.091924086,-2.6786995,-0.17371863,0.20628648,-0.41919565,-0.6921615,1.080617,-0.7878,-0.64852214,1.4331646,-1.5545535,-1.7755828,-0.9085092,-0.7347226,0.27633312,0.1974421,-0.33295333,-1.3318988,-0.59820545,0.14917918,0.44166556,-1.4704578,1.5002023,1.4249591,0.3488276,-0.35969344,1.0961252,-0.8658384,-1.0296822,0.29732156,-0.6610843,0.042469416,-1.6580416,1.4979336,1.1845946,-0.1199981,-0.6384875,0.30611435,1.6539522,-0.23493719,1.3112304,0.6593474,1.7694451,0.9603239,-0.25615257,-0.06413891,0.74247026,2.8887978,1.8549497,-1.5847383,0.24917614,0.1716024,0.4412256,0.09058875,0.050999627,-1.397626,0.860171,-0.31114098,1.3971529,0.7158313,0.88503015,1.2236356,-0.9425567,0.25772455,1.1119717,0.4834839,-1.1803876,1.3561852,-0.11108444,0.9617621,-0.46952367,-0.7982955,-0.10450778,1.0251187,-0.383875,-0.053877734,-0.7715164,0.7857911,-0.8005473,0.4656562,0.12569346,0.81027585,cris
0.6160133,0.37592176,0.7471607,0.38826033,0.49051192,-0.91438067,1.0538383,-0.19398479,-0.6241038,1.2650793,-0.28282094,-0.43638232,0.8332852,-0.018231876,3.351112,-0.15904754,-0.59568536,-0.0069758557,1.04137,-0.108854555,-0.7946526,0.2222926,0.6668281,0.98796713,0.16484103,-1.4779097,1.155734,0.3117038,0.6223418,0.15392716,-1.402073,0.1618162,-0.47086236,1.1770471,-0.9327654,-0.18922603,-0.9884581,0.64782935,-0.45821077,-1.9389989,0.63406515,0.63289756,-1.0410717,-0.9370461,-0.5384057,1.0385218,-0.6404378,-2.4378164,-0.23275316,0.262861,-0.39258558,-0.2583308,0.22885647,0.9670688,-1.613271,-0.40243298,-0.9195152,-1.3227484,-0.73917526,-0.22702196,0.7476442,0.6423816,0.68445617,-0.8250598,-0.6980534,-1.1473187,1.2882751,-2.1711323,0.03401088,1.3744394,-0.09528251,-0.064910725,0.99333704,-0.55574673,0.2412344,-0.10387233,-0.23858336,-0.15985002,-0.55256087,0.9294381,0.6109919,0.9856297,-1.2839843,-0.06581439,0.1540178,0.22244719,1.8081838,-1.0181293,0.45171914,-0.15635735,0.10579058,1.459749,0.013253909,1.5157667,0.423999,-1.507124,-0.07064037,-0.21327113,0.5013836,0.52511865,-0.996392,0.39751914,0.6409373,0.29085472,3.3983839,1.3216672,-1.4862199,0.56131387,-0.64580834,1.0356542,0.0071414933,-0.31034636,-2.6504457,0.83288956,-0.66771775,0.066719234,-1.8878093,-1.2233698,-1.3922836,0.329045,-1.0051832,0.64374113,-1.4078013,0.6198672,-0.03506086,1.2958441,-0.8236728,-0.03131812,cris
